#    L    TT             EE             TE             PP             TP          
  4789   0.234960E+00   0.875777E-02  -0.103036E-01   0.322665E+04   0.173536E+00
  4790   0.234530E+00   0.872827E-02  -0.103250E-01   0.322234E+04   0.173543E+00
  4791   0.234112E+00   0.869808E-02  -0.103462E-01   0.321804E+04   0.173551E+00
  4792   0.233691E+00   0.866869E-02  -0.103650E-01   0.321375E+04   0.173562E+00
  4793   0.233275E+00   0.863860E-02  -0.103835E-01   0.320946E+04   0.173574E+00
  4794   0.232862E+00   0.860784E-02  -0.104026E-01   0.320517E+04   0.173588E+00
  4795   0.232462E+00   0.857640E-02  -0.104207E-01   0.320089E+04   0.173605E+00
  4796   0.232050E+00   0.854652E-02  -0.104364E-01   0.319661E+04   0.173623E+00
  4797   0.231657E+00   0.851523E-02  -0.104526E-01   0.319234E+04   0.173643E+00
  4798   0.231261E+00   0.848477E-02  -0.104694E-01   0.318807E+04   0.173664E+00
  4799   0.230877E+00   0.845366E-02  -0.104838E-01   0.318381E+04   0.173688E+00
  4800   0.230489E+00   0.842265E-02  -0.104973E-01   0.317955E+04   0.173714E+00
  4801   0.230097E+00   0.839025E-02  -0.105099E-01   0.317530E+04   0.173741E+00
  4802   0.229716E+00   0.835945E-02  -0.105216E-01   0.317105E+04   0.173770E+00
  4803   0.229339E+00   0.832802E-02  -0.105317E-01   0.316680E+04   0.173801E+00
  4804   0.228959E+00   0.829670E-02  -0.105417E-01   0.316256E+04   0.173834E+00
  4805   0.228582E+00   0.826475E-02  -0.105494E-01   0.315832E+04   0.173868E+00
  4806   0.228209E+00   0.823366E-02  -0.105570E-01   0.315409E+04   0.173904E+00
  4807   0.227840E+00   0.820121E-02  -0.105638E-01   0.314986E+04   0.173941E+00
  4808   0.227482E+00   0.816888E-02  -0.105692E-01   0.314564E+04   0.173980E+00
  4809   0.227105E+00   0.813667E-02  -0.105745E-01   0.314142E+04   0.174021E+00
  4810   0.226755E+00   0.810460E-02  -0.105776E-01   0.313720E+04   0.174062E+00
  4811   0.226386E+00   0.807117E-02  -0.105807E-01   0.313299E+04   0.174105E+00
  4812   0.226043E+00   0.803937E-02  -0.105831E-01   0.312878E+04   0.174149E+00
  4813   0.225690E+00   0.800770E-02  -0.105841E-01   0.312458E+04   0.174195E+00
  4814   0.225340E+00   0.797469E-02  -0.105837E-01   0.312038E+04   0.174241E+00
  4815   0.224993E+00   0.794256E-02  -0.105827E-01   0.311619E+04   0.174289E+00
  4816   0.224651E+00   0.790835E-02  -0.105811E-01   0.311200E+04   0.174338E+00
  4817   0.224312E+00   0.787652E-02  -0.105788E-01   0.310782E+04   0.174388E+00
  4818   0.223977E+00   0.784336E-02  -0.105753E-01   0.310364E+04   0.174438E+00
  4819   0.223624E+00   0.781035E-02  -0.105712E-01   0.309946E+04   0.174490E+00
  4820   0.223297E+00   0.777824E-02  -0.105658E-01   0.309529E+04   0.174542E+00
  4821   0.222959E+00   0.774480E-02  -0.105583E-01   0.309112E+04   0.174596E+00
  4822   0.222624E+00   0.771079E-02  -0.105519E-01   0.308696E+04   0.174650E+00
  4823   0.222294E+00   0.767843E-02  -0.105435E-01   0.308280E+04   0.174704E+00
  4824   0.221960E+00   0.764475E-02  -0.105354E-01   0.307864E+04   0.174760E+00
  4825   0.221629E+00   0.761198E-02  -0.105253E-01   0.307449E+04   0.174816E+00
  4826   0.221310E+00   0.757865E-02  -0.105133E-01   0.307035E+04   0.174872E+00
  4827   0.220972E+00   0.754475E-02  -0.105024E-01   0.306621E+04   0.174929E+00
  4828   0.220654E+00   0.751178E-02  -0.104896E-01   0.306207E+04   0.174986E+00
  4829   0.220331E+00   0.747899E-02  -0.104750E-01   0.305794E+04   0.175044E+00
  4830   0.220012E+00   0.744490E-02  -0.104607E-01   0.305381E+04   0.175102E+00
  4831   0.219697E+00   0.741174E-02  -0.104454E-01   0.304969E+04   0.175160E+00
  4832   0.219371E+00   0.737877E-02  -0.104283E-01   0.304557E+04   0.175219E+00
  4833   0.219057E+00   0.734526E-02  -0.104116E-01   0.304145E+04   0.175278E+00
  4834   0.218761E+00   0.731194E-02  -0.103931E-01   0.303734E+04   0.175336E+00
  4835   0.218446E+00   0.727882E-02  -0.103752E-01   0.303323E+04   0.175395E+00
  4836   0.218113E+00   0.724516E-02  -0.103555E-01   0.302913E+04   0.175454E+00
  4837   0.217807E+00   0.721245E-02  -0.103348E-01   0.302503E+04   0.175513E+00
  4838   0.217489E+00   0.717995E-02  -0.103132E-01   0.302094E+04   0.175572E+00
  4839   0.217175E+00   0.714617E-02  -0.102914E-01   0.301685E+04   0.175630E+00
  4840   0.216857E+00   0.711335E-02  -0.102672E-01   0.301276E+04   0.175689E+00
  4841   0.216544E+00   0.708075E-02  -0.102437E-01   0.300868E+04   0.175747E+00
  4842   0.216226E+00   0.704837E-02  -0.102192E-01   0.300460E+04   0.175805E+00
  4843   0.215920E+00   0.701398E-02  -0.101939E-01   0.300053E+04   0.175862E+00
  4844   0.215611E+00   0.698205E-02  -0.101670E-01   0.299646E+04   0.175919E+00
  4845   0.215305E+00   0.694960E-02  -0.101408E-01   0.299240E+04   0.175976E+00
  4846   0.214988E+00   0.691664E-02  -0.101131E-01   0.298834E+04   0.176032E+00
  4847   0.214675E+00   0.688392E-02  -0.100838E-01   0.298428E+04   0.176087E+00
  4848   0.214366E+00   0.685217E-02  -0.100545E-01   0.298023E+04   0.176142E+00
  4849   0.214046E+00   0.681992E-02  -0.100245E-01   0.297619E+04   0.176196E+00
  4850   0.213737E+00   0.678717E-02  -0.999381E-02   0.297214E+04   0.176250E+00
  4851   0.213432E+00   0.675541E-02  -0.996386E-02   0.296810E+04   0.176303E+00
  4852   0.213117E+00   0.672315E-02  -0.993249E-02   0.296407E+04   0.176355E+00
  4853   0.212805E+00   0.669113E-02  -0.989821E-02   0.296004E+04   0.176406E+00
  4854   0.212489E+00   0.665935E-02  -0.986327E-02   0.295601E+04   0.176456E+00
  4855   0.212178E+00   0.662782E-02  -0.982916E-02   0.295199E+04   0.176505E+00
  4856   0.211863E+00   0.659651E-02  -0.979367E-02   0.294797E+04   0.176554E+00
  4857   0.211538E+00   0.656545E-02  -0.975830E-02   0.294396E+04   0.176601E+00
  4858   0.211224E+00   0.653462E-02  -0.972231E-02   0.293995E+04   0.176648E+00
  4859   0.210907E+00   0.650328E-02  -0.968497E-02   0.293595E+04   0.176693E+00
  4860   0.210594E+00   0.647217E-02  -0.964779E-02   0.293195E+04   0.176738E+00
  4861   0.210279E+00   0.644144E-02  -0.961003E-02   0.292795E+04   0.176781E+00
  4862   0.209960E+00   0.641154E-02  -0.957022E-02   0.292396E+04   0.176824E+00
  4863   0.209638E+00   0.638097E-02  -0.953059E-02   0.291997E+04   0.176865E+00
  4864   0.209320E+00   0.635070E-02  -0.949117E-02   0.291598E+04   0.176905E+00
  4865   0.209008E+00   0.632065E-02  -0.945047E-02   0.291201E+04   0.176944E+00
  4866   0.208677E+00   0.629001E-02  -0.941000E-02   0.290803E+04   0.176982E+00
  4867   0.208358E+00   0.626049E-02  -0.936828E-02   0.290406E+04   0.177018E+00
  4868   0.208030E+00   0.623043E-02  -0.932606E-02   0.290009E+04   0.177054E+00
  4869   0.207705E+00   0.620142E-02  -0.928336E-02   0.289613E+04   0.177088E+00
  4870   0.207394E+00   0.617188E-02  -0.923945E-02   0.289217E+04   0.177121E+00
  4871   0.207072E+00   0.614262E-02  -0.919583E-02   0.288821E+04   0.177152E+00
  4872   0.206732E+00   0.611359E-02  -0.915101E-02   0.288426E+04   0.177183E+00
  4873   0.206405E+00   0.608409E-02  -0.910576E-02   0.288032E+04   0.177211E+00
  4874   0.206083E+00   0.605562E-02  -0.906084E-02   0.287638E+04   0.177239E+00
  4875   0.205744E+00   0.602751E-02  -0.901550E-02   0.287244E+04   0.177265E+00
  4876   0.205417E+00   0.599887E-02  -0.896977E-02   0.286850E+04   0.177289E+00
  4877   0.205087E+00   0.597058E-02  -0.892143E-02   0.286457E+04   0.177312E+00
  4878   0.204756E+00   0.594301E-02  -0.887493E-02   0.286065E+04   0.177334E+00
  4879   0.204422E+00   0.591535E-02  -0.882734E-02   0.285673E+04   0.177354E+00
  4880   0.204078E+00   0.588789E-02  -0.878014E-02   0.285281E+04   0.177372E+00
  4881   0.203748E+00   0.586064E-02  -0.873186E-02   0.284890E+04   0.177389E+00
  4882   0.203415E+00   0.583358E-02  -0.868251E-02   0.284499E+04   0.177405E+00
  4883   0.203072E+00   0.580671E-02  -0.863360E-02   0.284108E+04   0.177418E+00
  4884   0.202728E+00   0.577997E-02  -0.858438E-02   0.283718E+04   0.177430E+00
  4885   0.202389E+00   0.575350E-02  -0.853487E-02   0.283328E+04   0.177441E+00
  4886   0.202041E+00   0.572722E-02  -0.848435E-02   0.282939E+04   0.177449E+00
  4887   0.201705E+00   0.570105E-02  -0.843430E-02   0.282550E+04   0.177456E+00
  4888   0.201353E+00   0.567530E-02  -0.838401E-02   0.282162E+04   0.177461E+00
  4889   0.201022E+00   0.564959E-02  -0.833273E-02   0.281774E+04   0.177464E+00
  4890   0.200674E+00   0.562414E-02  -0.828196E-02   0.281386E+04   0.177466E+00
  4891   0.200324E+00   0.559895E-02  -0.823098E-02   0.280999E+04   0.177465E+00
  4892   0.199972E+00   0.557401E-02  -0.817980E-02   0.280612E+04   0.177463E+00
  4893   0.199627E+00   0.554919E-02  -0.812842E-02   0.280226E+04   0.177459E+00
  4894   0.199272E+00   0.552476E-02  -0.807612E-02   0.279840E+04   0.177453E+00
  4895   0.198923E+00   0.550052E-02  -0.802440E-02   0.279454E+04   0.177444E+00
  4896   0.198573E+00   0.547645E-02  -0.797178E-02   0.279069E+04   0.177434E+00
  4897   0.198222E+00   0.545271E-02  -0.791976E-02   0.278684E+04   0.177422E+00
  4898   0.197862E+00   0.542914E-02  -0.786835E-02   0.278300E+04   0.177408E+00
  4899   0.197500E+00   0.540582E-02  -0.781608E-02   0.277916E+04   0.177392E+00
  4900   0.197152E+00   0.538274E-02  -0.776370E-02   0.277532E+04   0.177374E+00
  4901   0.196788E+00   0.535991E-02  -0.771048E-02   0.277149E+04   0.177353E+00
  4902   0.196423E+00   0.533739E-02  -0.765866E-02   0.276767E+04   0.177331E+00
  4903   0.196064E+00   0.531504E-02  -0.760673E-02   0.276384E+04   0.177306E+00
  4904   0.195696E+00   0.529299E-02  -0.755249E-02   0.276002E+04   0.177280E+00
  4905   0.195328E+00   0.527109E-02  -0.750038E-02   0.275621E+04   0.177252E+00
  4906   0.194973E+00   0.524949E-02  -0.744817E-02   0.275240E+04   0.177223E+00
  4907   0.194611E+00   0.522818E-02  -0.739513E-02   0.274859E+04   0.177192E+00
  4908   0.194240E+00   0.520702E-02  -0.734496E-02   0.274479E+04   0.177159E+00
  4909   0.193868E+00   0.518621E-02  -0.729247E-02   0.274099E+04   0.177125E+00
  4910   0.193495E+00   0.516561E-02  -0.724137E-02   0.273719E+04   0.177090E+00
  4911   0.193129E+00   0.514521E-02  -0.718869E-02   0.273340E+04   0.177054E+00
  4912   0.192755E+00   0.512516E-02  -0.713740E-02   0.272962E+04   0.177017E+00
  4913   0.192388E+00   0.510523E-02  -0.708527E-02   0.272583E+04   0.176979E+00
  4914   0.192013E+00   0.508564E-02  -0.703378E-02   0.272205E+04   0.176940E+00
  4915   0.191637E+00   0.506624E-02  -0.698295E-02   0.271828E+04   0.176900E+00
  4916   0.191261E+00   0.504709E-02  -0.693128E-02   0.271451E+04   0.176860E+00
  4917   0.190877E+00   0.502811E-02  -0.687951E-02   0.271074E+04   0.176819E+00
  4918   0.190508E+00   0.500939E-02  -0.682913E-02   0.270698E+04   0.176778E+00
  4919   0.190123E+00   0.499091E-02  -0.677865E-02   0.270322E+04   0.176736E+00
  4920   0.189746E+00   0.497274E-02  -0.672734E-02   0.269946E+04   0.176695E+00
  4921   0.189361E+00   0.495473E-02  -0.667593E-02   0.269571E+04   0.176653E+00
  4922   0.188976E+00   0.493695E-02  -0.662591E-02   0.269197E+04   0.176611E+00
  4923   0.188584E+00   0.491940E-02  -0.657580E-02   0.268822E+04   0.176569E+00
  4924   0.188213E+00   0.490207E-02  -0.652633E-02   0.268449E+04   0.176527E+00
  4925   0.187821E+00   0.488496E-02  -0.647528E-02   0.268075E+04   0.176486E+00
  4926   0.187436E+00   0.486814E-02  -0.642636E-02   0.267702E+04   0.176444E+00
  4927   0.187051E+00   0.485146E-02  -0.637735E-02   0.267329E+04   0.176404E+00
  4928   0.186674E+00   0.483505E-02  -0.632823E-02   0.266957E+04   0.176364E+00
  4929   0.186282E+00   0.481885E-02  -0.627977E-02   0.266585E+04   0.176324E+00
  4930   0.185890E+00   0.480284E-02  -0.623121E-02   0.266214E+04   0.176286E+00
  4931   0.185506E+00   0.478710E-02  -0.618330E-02   0.265842E+04   0.176248E+00
  4932   0.185123E+00   0.477155E-02  -0.613529E-02   0.265472E+04   0.176211E+00
  4933   0.184725E+00   0.475619E-02  -0.608792E-02   0.265101E+04   0.176175E+00
  4934   0.184335E+00   0.474108E-02  -0.604046E-02   0.264731E+04   0.176141E+00
  4935   0.183953E+00   0.472615E-02  -0.599439E-02   0.264362E+04   0.176107E+00
  4936   0.183557E+00   0.471139E-02  -0.594748E-02   0.263993E+04   0.176075E+00
  4937   0.183169E+00   0.469680E-02  -0.590196E-02   0.263624E+04   0.176045E+00
  4938   0.182774E+00   0.468252E-02  -0.585634E-02   0.263256E+04   0.176016E+00
  4939   0.182387E+00   0.466817E-02  -0.581062E-02   0.262888E+04   0.175989E+00
  4940   0.181994E+00   0.465428E-02  -0.576630E-02   0.262520E+04   0.175963E+00
  4941   0.181602E+00   0.464040E-02  -0.572187E-02   0.262153E+04   0.175939E+00
  4942   0.181210E+00   0.462688E-02  -0.567809E-02   0.261786E+04   0.175918E+00
  4943   0.180820E+00   0.461351E-02  -0.563496E-02   0.261420E+04   0.175898E+00
  4944   0.180430E+00   0.460035E-02  -0.559173E-02   0.261054E+04   0.175881E+00
  4945   0.180034E+00   0.458755E-02  -0.554989E-02   0.260688E+04   0.175865E+00
  4946   0.179647E+00   0.457458E-02  -0.550647E-02   0.260323E+04   0.175852E+00
  4947   0.179261E+00   0.456196E-02  -0.546592E-02   0.259958E+04   0.175842E+00
  4948   0.178868E+00   0.454954E-02  -0.542453E-02   0.259594E+04   0.175834E+00
  4949   0.178470E+00   0.453723E-02  -0.538512E-02   0.259230E+04   0.175829E+00
  4950   0.178080E+00   0.452512E-02  -0.534487E-02   0.258866E+04   0.175827E+00
  4951   0.177692E+00   0.451319E-02  -0.530601E-02   0.258503E+04   0.175827E+00
  4952   0.177305E+00   0.450129E-02  -0.526659E-02   0.258140E+04   0.175830E+00
  4953   0.176904E+00   0.448958E-02  -0.522822E-02   0.257777E+04   0.175836E+00
  4954   0.176520E+00   0.447813E-02  -0.519061E-02   0.257415E+04   0.175844E+00
  4955   0.176136E+00   0.446685E-02  -0.515373E-02   0.257054E+04   0.175855E+00
  4956   0.175740E+00   0.445561E-02  -0.511674E-02   0.256692E+04   0.175868E+00
  4957   0.175352E+00   0.444471E-02  -0.508046E-02   0.256331E+04   0.175884E+00
  4958   0.174965E+00   0.443383E-02  -0.504494E-02   0.255971E+04   0.175902E+00
  4959   0.174579E+00   0.442313E-02  -0.501001E-02   0.255611E+04   0.175922E+00
  4960   0.174187E+00   0.441269E-02  -0.497574E-02   0.255251E+04   0.175944E+00
  4961   0.173804E+00   0.440236E-02  -0.494136E-02   0.254891E+04   0.175968E+00
  4962   0.173414E+00   0.439213E-02  -0.490835E-02   0.254532E+04   0.175994E+00
  4963   0.173026E+00   0.438215E-02  -0.487513E-02   0.254174E+04   0.176022E+00
  4964   0.172646E+00   0.437228E-02  -0.484257E-02   0.253816E+04   0.176051E+00
  4965   0.172259E+00   0.436266E-02  -0.481037E-02   0.253458E+04   0.176082E+00
  4966   0.171874E+00   0.435307E-02  -0.477896E-02   0.253100E+04   0.176114E+00
  4967   0.171482E+00   0.434373E-02  -0.474786E-02   0.252743E+04   0.176148E+00
  4968   0.171099E+00   0.433457E-02  -0.471745E-02   0.252386E+04   0.176183E+00
  4969   0.170716E+00   0.432551E-02  -0.468732E-02   0.252030E+04   0.176220E+00
  4970   0.170320E+00   0.431662E-02  -0.465785E-02   0.251674E+04   0.176257E+00
  4971   0.169939E+00   0.430791E-02  -0.462878E-02   0.251319E+04   0.176296E+00
  4972   0.169545E+00   0.429931E-02  -0.460018E-02   0.250963E+04   0.176336E+00
  4973   0.169166E+00   0.429095E-02  -0.457197E-02   0.250609E+04   0.176376E+00
  4974   0.168773E+00   0.428269E-02  -0.454441E-02   0.250254E+04   0.176418E+00
  4975   0.168389E+00   0.427460E-02  -0.451719E-02   0.249900E+04   0.176460E+00
  4976   0.168005E+00   0.426662E-02  -0.449039E-02   0.249547E+04   0.176502E+00
  4977   0.167614E+00   0.425888E-02  -0.446397E-02   0.249193E+04   0.176546E+00
  4978   0.167232E+00   0.425132E-02  -0.443808E-02   0.248840E+04   0.176589E+00
  4979   0.166858E+00   0.424385E-02  -0.441255E-02   0.248488E+04   0.176633E+00
  4980   0.166470E+00   0.423648E-02  -0.438728E-02   0.248136E+04   0.176678E+00
  4981   0.166082E+00   0.422935E-02  -0.436257E-02   0.247784E+04   0.176722E+00
  4982   0.165703E+00   0.422233E-02  -0.433840E-02   0.247433E+04   0.176767E+00
  4983   0.165317E+00   0.421547E-02  -0.431452E-02   0.247082E+04   0.176811E+00
  4984   0.164923E+00   0.420871E-02  -0.429107E-02   0.246731E+04   0.176855E+00
  4985   0.164546E+00   0.420204E-02  -0.426789E-02   0.246381E+04   0.176900E+00
  4986   0.164154E+00   0.419562E-02  -0.424518E-02   0.246031E+04   0.176944E+00
  4987   0.163770E+00   0.418929E-02  -0.422286E-02   0.245682E+04   0.176987E+00
  4988   0.163394E+00   0.418321E-02  -0.420091E-02   0.245333E+04   0.177030E+00
  4989   0.163003E+00   0.417714E-02  -0.417938E-02   0.244984E+04   0.177073E+00
  4990   0.162613E+00   0.417117E-02  -0.415811E-02   0.244636E+04   0.177115E+00
  4991   0.162231E+00   0.416551E-02  -0.413717E-02   0.244288E+04   0.177156E+00
  4992   0.161850E+00   0.415987E-02  -0.411668E-02   0.243940E+04   0.177197E+00
  4993   0.161461E+00   0.415440E-02  -0.409649E-02   0.243593E+04   0.177236E+00
  4994   0.161073E+00   0.414895E-02  -0.407642E-02   0.243246E+04   0.177275E+00
  4995   0.160692E+00   0.414366E-02  -0.405698E-02   0.242900E+04   0.177312E+00
  4996   0.160305E+00   0.413861E-02  -0.403764E-02   0.242554E+04   0.177348E+00
  4997   0.159940E+00   0.413357E-02  -0.401853E-02   0.242208E+04   0.177383E+00
  4998   0.159545E+00   0.412870E-02  -0.399978E-02   0.241863E+04   0.177417E+00
  4999   0.159159E+00   0.412385E-02  -0.398115E-02   0.241518E+04   0.177449E+00
  5000   0.158765E+00   0.411930E-02  -0.396300E-02   0.241173E+04   0.177480E+00
  5001   0.158386E+00   0.411470E-02  -0.394495E-02   0.240829E+04   0.177509E+00
  5002   0.157992E+00   0.411026E-02  -0.392721E-02   0.240485E+04   0.177536E+00
  5003   0.157614E+00   0.410598E-02  -0.390979E-02   0.240142E+04   0.177562E+00
  5004   0.157228E+00   0.410172E-02  -0.389254E-02   0.239799E+04   0.177587E+00
  5005   0.156843E+00   0.409762E-02  -0.387568E-02   0.239456E+04   0.177609E+00
  5006   0.156465E+00   0.409361E-02  -0.385898E-02   0.239114E+04   0.177630E+00
  5007   0.156088E+00   0.408962E-02  -0.384268E-02   0.238772E+04   0.177650E+00
  5008   0.155696E+00   0.408594E-02  -0.382670E-02   0.238430E+04   0.177668E+00
  5009   0.155318E+00   0.408220E-02  -0.381089E-02   0.238089E+04   0.177684E+00
  5010   0.154934E+00   0.407855E-02  -0.379539E-02   0.237748E+04   0.177699E+00
  5011   0.154543E+00   0.407506E-02  -0.378022E-02   0.237408E+04   0.177712E+00
  5012   0.154166E+00   0.407167E-02  -0.376544E-02   0.237068E+04   0.177724E+00
  5013   0.153782E+00   0.406844E-02  -0.375083E-02   0.236728E+04   0.177734E+00
  5014   0.153399E+00   0.406523E-02  -0.373661E-02   0.236389E+04   0.177743E+00
  5015   0.153016E+00   0.406204E-02  -0.372271E-02   0.236050E+04   0.177750E+00
  5016   0.152632E+00   0.405901E-02  -0.370907E-02   0.235711E+04   0.177755E+00
  5017   0.152257E+00   0.405599E-02  -0.369589E-02   0.235373E+04   0.177759E+00
  5018   0.151874E+00   0.405308E-02  -0.368288E-02   0.235035E+04   0.177762E+00
  5019   0.151492E+00   0.405025E-02  -0.367042E-02   0.234698E+04   0.177763E+00
  5020   0.151117E+00   0.404751E-02  -0.365806E-02   0.234360E+04   0.177763E+00
  5021   0.150735E+00   0.404487E-02  -0.364602E-02   0.234024E+04   0.177761E+00
  5022   0.150368E+00   0.404225E-02  -0.363438E-02   0.233687E+04   0.177757E+00
  5023   0.149986E+00   0.403964E-02  -0.362306E-02   0.233351E+04   0.177752E+00
  5024   0.149612E+00   0.403713E-02  -0.361214E-02   0.233016E+04   0.177746E+00
  5025   0.149246E+00   0.403486E-02  -0.360155E-02   0.232680E+04   0.177738E+00
  5026   0.148857E+00   0.403246E-02  -0.359120E-02   0.232346E+04   0.177729E+00
  5027   0.148484E+00   0.403022E-02  -0.358133E-02   0.232011E+04   0.177718E+00
  5028   0.148118E+00   0.402809E-02  -0.357171E-02   0.231677E+04   0.177706E+00
  5029   0.147738E+00   0.402582E-02  -0.356249E-02   0.231343E+04   0.177692E+00
  5030   0.147372E+00   0.402372E-02  -0.355345E-02   0.231010E+04   0.177677E+00
  5031   0.147000E+00   0.402179E-02  -0.354495E-02   0.230677E+04   0.177660E+00
  5032   0.146627E+00   0.401966E-02  -0.353671E-02   0.230344E+04   0.177642E+00
  5033   0.146262E+00   0.401769E-02  -0.352872E-02   0.230011E+04   0.177623E+00
  5034   0.145890E+00   0.401583E-02  -0.352129E-02   0.229680E+04   0.177602E+00
  5035   0.145526E+00   0.401390E-02  -0.351410E-02   0.229348E+04   0.177580E+00
  5036   0.145154E+00   0.401208E-02  -0.350732E-02   0.229017E+04   0.177556E+00
  5037   0.144783E+00   0.401027E-02  -0.350072E-02   0.228686E+04   0.177531E+00
  5038   0.144426E+00   0.400856E-02  -0.349467E-02   0.228355E+04   0.177505E+00
  5039   0.144063E+00   0.400688E-02  -0.348880E-02   0.228025E+04   0.177477E+00
  5040   0.143707E+00   0.400514E-02  -0.348326E-02   0.227695E+04   0.177448E+00
  5041   0.143336E+00   0.400342E-02  -0.347820E-02   0.227366E+04   0.177418E+00
  5042   0.142973E+00   0.400180E-02  -0.347346E-02   0.227037E+04   0.177386E+00
  5043   0.142610E+00   0.400020E-02  -0.346899E-02   0.226708E+04   0.177352E+00
  5044   0.142262E+00   0.399863E-02  -0.346492E-02   0.226380E+04   0.177318E+00
  5045   0.141900E+00   0.399700E-02  -0.346104E-02   0.226052E+04   0.177282E+00
  5046   0.141537E+00   0.399554E-02  -0.345763E-02   0.225724E+04   0.177245E+00
  5047   0.141190E+00   0.399396E-02  -0.345448E-02   0.225397E+04   0.177206E+00
  5048   0.140821E+00   0.399241E-02  -0.345167E-02   0.225070E+04   0.177166E+00
  5049   0.140474E+00   0.399087E-02  -0.344911E-02   0.224744E+04   0.177125E+00
  5050   0.140120E+00   0.398936E-02  -0.344704E-02   0.224417E+04   0.177082E+00
  5051   0.139773E+00   0.398780E-02  -0.344515E-02   0.224092E+04   0.177038E+00
  5052   0.139419E+00   0.398627E-02  -0.344366E-02   0.223766E+04   0.176993E+00
  5053   0.139066E+00   0.398483E-02  -0.344252E-02   0.223441E+04   0.176947E+00
  5054   0.138713E+00   0.398335E-02  -0.344156E-02   0.223116E+04   0.176899E+00
  5055   0.138374E+00   0.398181E-02  -0.344101E-02   0.222792E+04   0.176850E+00
  5056   0.138014E+00   0.398030E-02  -0.344064E-02   0.222468E+04   0.176800E+00
  5057   0.137683E+00   0.397881E-02  -0.344061E-02   0.222144E+04   0.176748E+00
  5058   0.137338E+00   0.397728E-02  -0.344085E-02   0.221821E+04   0.176695E+00
  5059   0.136993E+00   0.397570E-02  -0.344142E-02   0.221498E+04   0.176641E+00
  5060   0.136655E+00   0.397407E-02  -0.344232E-02   0.221175E+04   0.176586E+00
  5061   0.136318E+00   0.397254E-02  -0.344342E-02   0.220853E+04   0.176529E+00
  5062   0.135981E+00   0.397096E-02  -0.344485E-02   0.220531E+04   0.176471E+00
  5063   0.135637E+00   0.396941E-02  -0.344655E-02   0.220210E+04   0.176412E+00
  5064   0.135307E+00   0.396773E-02  -0.344851E-02   0.219889E+04   0.176352E+00
  5065   0.134971E+00   0.396601E-02  -0.345081E-02   0.219568E+04   0.176291E+00
  5066   0.134634E+00   0.396439E-02  -0.345315E-02   0.219247E+04   0.176228E+00
  5067   0.134306E+00   0.396265E-02  -0.345591E-02   0.218927E+04   0.176164E+00
  5068   0.133977E+00   0.396093E-02  -0.345893E-02   0.218607E+04   0.176099E+00
  5069   0.133634E+00   0.395910E-02  -0.346222E-02   0.218288E+04   0.176032E+00
  5070   0.133320E+00   0.395729E-02  -0.346562E-02   0.217969E+04   0.175965E+00
  5071   0.133000E+00   0.395544E-02  -0.346930E-02   0.217650E+04   0.175896E+00
  5072   0.132664E+00   0.395354E-02  -0.347324E-02   0.217332E+04   0.175826E+00
  5073   0.132344E+00   0.395159E-02  -0.347744E-02   0.217014E+04   0.175755E+00
  5074   0.132024E+00   0.394960E-02  -0.348184E-02   0.216696E+04   0.175683E+00
  5075   0.131704E+00   0.394757E-02  -0.348636E-02   0.216379E+04   0.175610E+00
  5076   0.131399E+00   0.394548E-02  -0.349130E-02   0.216062E+04   0.175535E+00
  5077   0.131072E+00   0.394343E-02  -0.349635E-02   0.215746E+04   0.175459E+00
  5078   0.130753E+00   0.394126E-02  -0.350138E-02   0.215429E+04   0.175383E+00
  5079   0.130441E+00   0.393890E-02  -0.350683E-02   0.215114E+04   0.175305E+00
  5080   0.130137E+00   0.393663E-02  -0.351232E-02   0.214798E+04   0.175226E+00
  5081   0.129825E+00   0.393440E-02  -0.351816E-02   0.214483E+04   0.175145E+00
  5082   0.129506E+00   0.393191E-02  -0.352398E-02   0.214168E+04   0.175064E+00
  5083   0.129195E+00   0.392951E-02  -0.353013E-02   0.213854E+04   0.174982E+00
  5084   0.128891E+00   0.392700E-02  -0.353634E-02   0.213540E+04   0.174898E+00
  5085   0.128581E+00   0.392452E-02  -0.354274E-02   0.213226E+04   0.174813E+00
  5086   0.128270E+00   0.392185E-02  -0.354920E-02   0.212912E+04   0.174728E+00
  5087   0.127967E+00   0.391921E-02  -0.355592E-02   0.212599E+04   0.174641E+00
  5088   0.127671E+00   0.391645E-02  -0.356285E-02   0.212287E+04   0.174553E+00
  5089   0.127369E+00   0.391372E-02  -0.356975E-02   0.211974E+04   0.174464E+00
  5090   0.127073E+00   0.391088E-02  -0.357692E-02   0.211662E+04   0.174374E+00
  5091   0.126771E+00   0.390792E-02  -0.358407E-02   0.211351E+04   0.174283E+00
  5092   0.126476E+00   0.390484E-02  -0.359142E-02   0.211039E+04   0.174191E+00
  5093   0.126181E+00   0.390180E-02  -0.359875E-02   0.210728E+04   0.174098E+00
  5094   0.125887E+00   0.389857E-02  -0.360643E-02   0.210418E+04   0.174004E+00
  5095   0.125607E+00   0.389536E-02  -0.361401E-02   0.210107E+04   0.173908E+00
  5096   0.125306E+00   0.389205E-02  -0.362164E-02   0.209797E+04   0.173812E+00
  5097   0.125019E+00   0.388869E-02  -0.362948E-02   0.209488E+04   0.173715E+00
  5098   0.124740E+00   0.388514E-02  -0.363730E-02   0.209179E+04   0.173617E+00
