#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  5254   0.876775E-01  -0.300752E-02   0.875287E-08  -0.300752E-02   0.250520E-02   0.314623E-11   0.875287E-08   0.314623E-11   0.353600E-10
  5255   0.874304E-01  -0.298795E-02   0.874231E-08  -0.298795E-02   0.249476E-02   0.322410E-11   0.874231E-08   0.322410E-11   0.353046E-10
  5256   0.871982E-01  -0.296841E-02   0.873175E-08  -0.296841E-02   0.248455E-02   0.330135E-11   0.873175E-08   0.330135E-11   0.352492E-10
  5257   0.869512E-01  -0.294876E-02   0.872119E-08  -0.294876E-02   0.247424E-02   0.337800E-11   0.872119E-08   0.337800E-11   0.351939E-10
  5258   0.867117E-01  -0.292900E-02   0.871062E-08  -0.292900E-02   0.246408E-02   0.345404E-11   0.871062E-08   0.345404E-11   0.351386E-10
  5259   0.864649E-01  -0.290921E-02   0.870006E-08  -0.290921E-02   0.245383E-02   0.352948E-11   0.870006E-08   0.352948E-11   0.350834E-10
  5260   0.862255E-01  -0.288937E-02   0.868949E-08  -0.288937E-02   0.244380E-02   0.360432E-11   0.868949E-08   0.360432E-11   0.350283E-10
  5261   0.859862E-01  -0.286951E-02   0.867893E-08  -0.286951E-02   0.243375E-02   0.367856E-11   0.867893E-08   0.367856E-11   0.349732E-10
  5262   0.857469E-01  -0.284960E-02   0.866836E-08  -0.284960E-02   0.242363E-02   0.375222E-11   0.866836E-08   0.375222E-11   0.349182E-10
  5263   0.855003E-01  -0.282959E-02   0.865780E-08  -0.282959E-02   0.241372E-02   0.382528E-11   0.865780E-08   0.382528E-11   0.348632E-10
  5264   0.852537E-01  -0.280962E-02   0.864723E-08  -0.280962E-02   0.240380E-02   0.389775E-11   0.864723E-08   0.389775E-11   0.348084E-10
  5265   0.850072E-01  -0.278947E-02   0.863667E-08  -0.278947E-02   0.239387E-02   0.396963E-11   0.863667E-08   0.396963E-11   0.347535E-10
  5266   0.847681E-01  -0.276950E-02   0.862611E-08  -0.276950E-02   0.238408E-02   0.404094E-11   0.862611E-08   0.404094E-11   0.346988E-10
  5267   0.845292E-01  -0.274935E-02   0.861555E-08  -0.274935E-02   0.237429E-02   0.411166E-11   0.861555E-08   0.411166E-11   0.346441E-10
  5268   0.842754E-01  -0.272925E-02   0.860499E-08  -0.272925E-02   0.236456E-02   0.418180E-11   0.860499E-08   0.418180E-11   0.345895E-10
  5269   0.840365E-01  -0.270911E-02   0.859444E-08  -0.270911E-02   0.235490E-02   0.425137E-11   0.859444E-08   0.425137E-11   0.345349E-10
  5270   0.837902E-01  -0.268901E-02   0.858389E-08  -0.268901E-02   0.234523E-02   0.432036E-11   0.858389E-08   0.432036E-11   0.344804E-10
  5271   0.835366E-01  -0.266889E-02   0.857334E-08  -0.266889E-02   0.233563E-02   0.438879E-11   0.857334E-08   0.438879E-11   0.344260E-10
  5272   0.832979E-01  -0.264873E-02   0.856279E-08  -0.264873E-02   0.232609E-02   0.445665E-11   0.856279E-08   0.445665E-11   0.343716E-10
  5273   0.830518E-01  -0.262861E-02   0.855225E-08  -0.262861E-02   0.231670E-02   0.452394E-11   0.855225E-08   0.452394E-11   0.343173E-10
  5274   0.828132E-01  -0.260846E-02   0.854172E-08  -0.260846E-02   0.230723E-02   0.459067E-11   0.854172E-08   0.459067E-11   0.342630E-10
  5275   0.825672E-01  -0.258836E-02   0.853119E-08  -0.258836E-02   0.229783E-02   0.465684E-11   0.853119E-08   0.465684E-11   0.342088E-10
  5276   0.823286E-01  -0.256823E-02   0.852066E-08  -0.256823E-02   0.228849E-02   0.472246E-11   0.852066E-08   0.472246E-11   0.341547E-10
  5277   0.820827E-01  -0.254821E-02   0.851014E-08  -0.254821E-02   0.227923E-02   0.478752E-11   0.851014E-08   0.478752E-11   0.341006E-10
  5278   0.818294E-01  -0.252817E-02   0.849963E-08  -0.252817E-02   0.226995E-02   0.485202E-11   0.849963E-08   0.485202E-11   0.340466E-10
  5279   0.815836E-01  -0.250810E-02   0.848912E-08  -0.250810E-02   0.226090E-02   0.491598E-11   0.848912E-08   0.491598E-11   0.339927E-10
  5280   0.813379E-01  -0.248814E-02   0.847862E-08  -0.248814E-02   0.225176E-02   0.497940E-11   0.847862E-08   0.497940E-11   0.339388E-10
  5281   0.810996E-01  -0.246824E-02   0.846812E-08  -0.246824E-02   0.224270E-02   0.504226E-11   0.846812E-08   0.504226E-11   0.338850E-10
  5282   0.808465E-01  -0.244830E-02   0.845764E-08  -0.244830E-02   0.223378E-02   0.510459E-11   0.845764E-08   0.510459E-11   0.338312E-10
  5283   0.806008E-01  -0.242841E-02   0.844716E-08  -0.242841E-02   0.222478E-02   0.516638E-11   0.844716E-08   0.516638E-11   0.337776E-10
  5284   0.803627E-01  -0.240857E-02   0.843669E-08  -0.240857E-02   0.221592E-02   0.522763E-11   0.843669E-08   0.522763E-11   0.337239E-10
  5285   0.801097E-01  -0.238886E-02   0.842622E-08  -0.238886E-02   0.220714E-02   0.528835E-11   0.842622E-08   0.528835E-11   0.336704E-10
  5286   0.798642E-01  -0.236918E-02   0.841577E-08  -0.236918E-02   0.219835E-02   0.534854E-11   0.841577E-08   0.534854E-11   0.336169E-10
  5287   0.796262E-01  -0.234956E-02   0.840533E-08  -0.234956E-02   0.218955E-02   0.540820E-11   0.840533E-08   0.540820E-11   0.335634E-10
  5288   0.793808E-01  -0.233006E-02   0.839489E-08  -0.233006E-02   0.218098E-02   0.546734E-11   0.839489E-08   0.546734E-11   0.335100E-10
  5289   0.791280E-01  -0.231046E-02   0.838447E-08  -0.231046E-02   0.217240E-02   0.552595E-11   0.838447E-08   0.552595E-11   0.334567E-10
  5290   0.788826E-01  -0.229106E-02   0.837405E-08  -0.229106E-02   0.216382E-02   0.558404E-11   0.837405E-08   0.558404E-11   0.334035E-10
  5291   0.786448E-01  -0.227171E-02   0.836365E-08  -0.227171E-02   0.215531E-02   0.564162E-11   0.836365E-08   0.564162E-11   0.333503E-10
  5292   0.783921E-01  -0.225248E-02   0.835325E-08  -0.225248E-02   0.214688E-02   0.569867E-11   0.835325E-08   0.569867E-11   0.332971E-10
  5293   0.781469E-01  -0.223331E-02   0.834287E-08  -0.223331E-02   0.213858E-02   0.575522E-11   0.834287E-08   0.575522E-11   0.332441E-10
  5294   0.779091E-01  -0.221425E-02   0.833250E-08  -0.221425E-02   0.213022E-02   0.581126E-11   0.833250E-08   0.581126E-11   0.331910E-10
  5295   0.776565E-01  -0.219533E-02   0.832215E-08  -0.219533E-02   0.212192E-02   0.586679E-11   0.832215E-08   0.586679E-11   0.331381E-10
  5296   0.774188E-01  -0.217638E-02   0.831180E-08  -0.217638E-02   0.211370E-02   0.592182E-11   0.831180E-08   0.592182E-11   0.330852E-10
  5297   0.771738E-01  -0.215756E-02   0.830147E-08  -0.215756E-02   0.210562E-02   0.597634E-11   0.830147E-08   0.597634E-11   0.330324E-10
  5298   0.769213E-01  -0.213893E-02   0.829115E-08  -0.213893E-02   0.209747E-02   0.603037E-11   0.829115E-08   0.603037E-11   0.329796E-10
  5299   0.766837E-01  -0.212029E-02   0.828084E-08  -0.212029E-02   0.208946E-02   0.608389E-11   0.828084E-08   0.608389E-11   0.329269E-10
  5300   0.764388E-01  -0.210185E-02   0.827055E-08  -0.210185E-02   0.208145E-02   0.613693E-11   0.827055E-08   0.613693E-11   0.328743E-10
  5301   0.761938E-01  -0.208353E-02   0.826027E-08  -0.208353E-02   0.207352E-02   0.618947E-11   0.826027E-08   0.618947E-11   0.328217E-10
  5302   0.759489E-01  -0.206520E-02   0.825001E-08  -0.206520E-02   0.206573E-02   0.624153E-11   0.825001E-08   0.624153E-11   0.327692E-10
  5303   0.757040E-01  -0.204714E-02   0.823976E-08  -0.204714E-02   0.205795E-02   0.629310E-11   0.823976E-08   0.629310E-11   0.327167E-10
  5304   0.754592E-01  -0.202914E-02   0.822953E-08  -0.202914E-02   0.205016E-02   0.634418E-11   0.822953E-08   0.634418E-11   0.326643E-10
  5305   0.752144E-01  -0.201119E-02   0.821931E-08  -0.201119E-02   0.204245E-02   0.639479E-11   0.821931E-08   0.639479E-11   0.326120E-10
  5306   0.749696E-01  -0.199344E-02   0.820911E-08  -0.199344E-02   0.203481E-02   0.644491E-11   0.820911E-08   0.644491E-11   0.325597E-10
  5307   0.747249E-01  -0.197575E-02   0.819893E-08  -0.197575E-02   0.202724E-02   0.649456E-11   0.819893E-08   0.649456E-11   0.325075E-10
  5308   0.744801E-01  -0.195827E-02   0.818876E-08  -0.195827E-02   0.201968E-02   0.654374E-11   0.818876E-08   0.654374E-11   0.324553E-10
  5309   0.742503E-01  -0.194099E-02   0.817861E-08  -0.194099E-02   0.201227E-02   0.659245E-11   0.817861E-08   0.659245E-11   0.324032E-10
  5310   0.739982E-01  -0.192376E-02   0.816848E-08  -0.192376E-02   0.200485E-02   0.664069E-11   0.816848E-08   0.664069E-11   0.323512E-10
  5311   0.737610E-01  -0.190660E-02   0.815836E-08  -0.190660E-02   0.199759E-02   0.668847E-11   0.815836E-08   0.668847E-11   0.322992E-10
  5312   0.735238E-01  -0.188979E-02   0.814826E-08  -0.188979E-02   0.199025E-02   0.673578E-11   0.814826E-08   0.673578E-11   0.322473E-10
  5313   0.732792E-01  -0.187303E-02   0.813819E-08  -0.187303E-02   0.198299E-02   0.678263E-11   0.813819E-08   0.678263E-11   0.321954E-10
  5314   0.730421E-01  -0.185641E-02   0.812813E-08  -0.185641E-02   0.197580E-02   0.682903E-11   0.812813E-08   0.682903E-11   0.321436E-10
  5315   0.728050E-01  -0.183985E-02   0.811809E-08  -0.183985E-02   0.196869E-02   0.687497E-11   0.811809E-08   0.687497E-11   0.320919E-10
  5316   0.725679E-01  -0.182356E-02   0.810807E-08  -0.182356E-02   0.196158E-02   0.692046E-11   0.810807E-08   0.692046E-11   0.320402E-10
  5317   0.723309E-01  -0.180734E-02   0.809807E-08  -0.180734E-02   0.195455E-02   0.696550E-11   0.809807E-08   0.696550E-11   0.319886E-10
  5318   0.720864E-01  -0.179140E-02   0.808809E-08  -0.179140E-02   0.194760E-02   0.701009E-11   0.808809E-08   0.701009E-11   0.319370E-10
  5319   0.718494E-01  -0.177552E-02   0.807813E-08  -0.177552E-02   0.194064E-02   0.705424E-11   0.807813E-08   0.705424E-11   0.318855E-10
  5320   0.716124E-01  -0.175978E-02   0.806819E-08  -0.175978E-02   0.193369E-02   0.709795E-11   0.806819E-08   0.709795E-11   0.318341E-10
  5321   0.713754E-01  -0.174424E-02   0.805828E-08  -0.174424E-02   0.192690E-02   0.714122E-11   0.805828E-08   0.714122E-11   0.317827E-10
  5322   0.711385E-01  -0.172891E-02   0.804838E-08  -0.172891E-02   0.192010E-02   0.718406E-11   0.804838E-08   0.718406E-11   0.317314E-10
  5323   0.709016E-01  -0.171372E-02   0.803851E-08  -0.171372E-02   0.191353E-02   0.722646E-11   0.803851E-08   0.722646E-11   0.316801E-10
  5324   0.706639E-01  -0.169874E-02   0.802866E-08  -0.169874E-02   0.190682E-02   0.726842E-11   0.802866E-08   0.726842E-11   0.316289E-10
  5325   0.704315E-01  -0.168390E-02   0.801884E-08  -0.168390E-02   0.190018E-02   0.730997E-11   0.801884E-08   0.730997E-11   0.315778E-10
  5326   0.701991E-01  -0.166926E-02   0.800903E-08  -0.166926E-02   0.189370E-02   0.735108E-11   0.800903E-08   0.735108E-11   0.315267E-10
  5327   0.699667E-01  -0.165476E-02   0.799925E-08  -0.165476E-02   0.188714E-02   0.739177E-11   0.799925E-08   0.739177E-11   0.314757E-10
  5328   0.697276E-01  -0.164041E-02   0.798950E-08  -0.164041E-02   0.188074E-02   0.743205E-11   0.798950E-08   0.743205E-11   0.314247E-10
  5329   0.695027E-01  -0.162633E-02   0.797977E-08  -0.162633E-02   0.187435E-02   0.747190E-11   0.797977E-08   0.747190E-11   0.313738E-10
  5330   0.692710E-01  -0.161240E-02   0.797006E-08  -0.161240E-02   0.186796E-02   0.751134E-11   0.797006E-08   0.751134E-11   0.313230E-10
  5331   0.690395E-01  -0.159868E-02   0.796038E-08  -0.159868E-02   0.186164E-02   0.755037E-11   0.796038E-08   0.755037E-11   0.312722E-10
  5332   0.688071E-01  -0.158502E-02   0.795072E-08  -0.158502E-02   0.185548E-02   0.758899E-11   0.795072E-08   0.758899E-11   0.312215E-10
  5333   0.685830E-01  -0.157165E-02   0.794110E-08  -0.157165E-02   0.184926E-02   0.762720E-11   0.794110E-08   0.762720E-11   0.311708E-10
  5334   0.683514E-01  -0.155842E-02   0.793149E-08  -0.155842E-02   0.184303E-02   0.766500E-11   0.793149E-08   0.766500E-11   0.311202E-10
  5335   0.681192E-01  -0.154533E-02   0.792192E-08  -0.154533E-02   0.183689E-02   0.770241E-11   0.792192E-08   0.770241E-11   0.310697E-10
  5336   0.678951E-01  -0.153246E-02   0.791237E-08  -0.153246E-02   0.183083E-02   0.773941E-11   0.791237E-08   0.773941E-11   0.310192E-10
  5337   0.676710E-01  -0.151987E-02   0.790284E-08  -0.151987E-02   0.182485E-02   0.777602E-11   0.790284E-08   0.777602E-11   0.309687E-10
  5338   0.674439E-01  -0.150743E-02   0.789335E-08  -0.150743E-02   0.181887E-02   0.781223E-11   0.789335E-08   0.781223E-11   0.309184E-10
  5339   0.672191E-01  -0.149513E-02   0.788388E-08  -0.149513E-02   0.181290E-02   0.784806E-11   0.788388E-08   0.784806E-11   0.308681E-10
  5340   0.669951E-01  -0.148304E-02   0.787444E-08  -0.148304E-02   0.180702E-02   0.788349E-11   0.787444E-08   0.788349E-11   0.308178E-10
  5341   0.667725E-01  -0.147124E-02   0.786503E-08  -0.147124E-02   0.180121E-02   0.791854E-11   0.786503E-08   0.791854E-11   0.307676E-10
  5342   0.665507E-01  -0.145952E-02   0.785565E-08  -0.145952E-02   0.179533E-02   0.795320E-11   0.785565E-08   0.795320E-11   0.307175E-10
  5343   0.663296E-01  -0.144808E-02   0.784630E-08  -0.144808E-02   0.178962E-02   0.798749E-11   0.784630E-08   0.798749E-11   0.306674E-10
  5344   0.661086E-01  -0.143671E-02   0.783698E-08  -0.143671E-02   0.178383E-02   0.802139E-11   0.783698E-08   0.802139E-11   0.306174E-10
  5345   0.658898E-01  -0.142564E-02   0.782769E-08  -0.142564E-02   0.177820E-02   0.805492E-11   0.782769E-08   0.805492E-11   0.305674E-10
  5346   0.656702E-01  -0.141471E-02   0.781843E-08  -0.141471E-02   0.177258E-02   0.808808E-11   0.781843E-08   0.808808E-11   0.305175E-10
  5347   0.654514E-01  -0.140400E-02   0.780920E-08  -0.140400E-02   0.176697E-02   0.812086E-11   0.780920E-08   0.812086E-11   0.304676E-10
  5348   0.652356E-01  -0.139343E-02   0.780000E-08  -0.139343E-02   0.176136E-02   0.815328E-11   0.780000E-08   0.815328E-11   0.304178E-10
  5349   0.650190E-01  -0.138316E-02   0.779084E-08  -0.138316E-02   0.175591E-02   0.818534E-11   0.779084E-08   0.818534E-11   0.303681E-10
  5350   0.648039E-01  -0.137303E-02   0.778170E-08  -0.137303E-02   0.175048E-02   0.821703E-11   0.778170E-08   0.821703E-11   0.303184E-10
  5351   0.645889E-01  -0.136312E-02   0.777260E-08  -0.136312E-02   0.174497E-02   0.824836E-11   0.777260E-08   0.824836E-11   0.302688E-10
  5352   0.643760E-01  -0.135343E-02   0.776353E-08  -0.135343E-02   0.173955E-02   0.827933E-11   0.776353E-08   0.827933E-11   0.302193E-10
  5353   0.641632E-01  -0.134382E-02   0.775450E-08  -0.134382E-02   0.173414E-02   0.830995E-11   0.775450E-08   0.830995E-11   0.301698E-10
  5354   0.639518E-01  -0.133450E-02   0.774550E-08  -0.133450E-02   0.172881E-02   0.834022E-11   0.774550E-08   0.834022E-11   0.301203E-10
  5355   0.637412E-01  -0.132533E-02   0.773653E-08  -0.132533E-02   0.172356E-02   0.837014E-11   0.773653E-08   0.837014E-11   0.300709E-10
  5356   0.635321E-01  -0.131637E-02   0.772759E-08  -0.131637E-02   0.171826E-02   0.839971E-11   0.772759E-08   0.839971E-11   0.300216E-10
  5357   0.633229E-01  -0.130757E-02   0.771869E-08  -0.130757E-02   0.171303E-02   0.842893E-11   0.771869E-08   0.842893E-11   0.299723E-10
  5358   0.631160E-01  -0.129907E-02   0.770983E-08  -0.129907E-02   0.170789E-02   0.845782E-11   0.770983E-08   0.845782E-11   0.299231E-10
  5359   0.629099E-01  -0.129071E-02   0.770100E-08  -0.129071E-02   0.170269E-02   0.848637E-11   0.770100E-08   0.848637E-11   0.298739E-10
  5360   0.627037E-01  -0.128250E-02   0.769220E-08  -0.128250E-02   0.169757E-02   0.851458E-11   0.769220E-08   0.851458E-11   0.298248E-10
  5361   0.625005E-01  -0.127452E-02   0.768345E-08  -0.127452E-02   0.169246E-02   0.854246E-11   0.768345E-08   0.854246E-11   0.297758E-10
  5362   0.622966E-01  -0.126676E-02   0.767473E-08  -0.126676E-02   0.168736E-02   0.857000E-11   0.767473E-08   0.857000E-11   0.297268E-10
  5363   0.620941E-01  -0.125923E-02   0.766604E-08  -0.125923E-02   0.168242E-02   0.859722E-11   0.766604E-08   0.859722E-11   0.296779E-10
  5364   0.618931E-01  -0.125177E-02   0.765739E-08  -0.125177E-02   0.167735E-02   0.862411E-11   0.765739E-08   0.862411E-11   0.296290E-10
  5365   0.616929E-01  -0.124461E-02   0.764878E-08  -0.124461E-02   0.167243E-02   0.865068E-11   0.764878E-08   0.865068E-11   0.295802E-10
  5366   0.614941E-01  -0.123753E-02   0.764021E-08  -0.123753E-02   0.166746E-02   0.867693E-11   0.764021E-08   0.867693E-11   0.295314E-10
  5367   0.612961E-01  -0.123067E-02   0.763168E-08  -0.123067E-02   0.166257E-02   0.870286E-11   0.763168E-08   0.870286E-11   0.294827E-10
  5368   0.610996E-01  -0.122404E-02   0.762318E-08  -0.122404E-02   0.165769E-02   0.872848E-11   0.762318E-08   0.872848E-11   0.294341E-10
  5369   0.609037E-01  -0.121756E-02   0.761472E-08  -0.121756E-02   0.165282E-02   0.875378E-11   0.761472E-08   0.875378E-11   0.293855E-10
  5370   0.607094E-01  -0.121139E-02   0.760631E-08  -0.121139E-02   0.164797E-02   0.877877E-11   0.760631E-08   0.877877E-11   0.293370E-10
  5371   0.605165E-01  -0.120529E-02   0.759793E-08  -0.120529E-02   0.164320E-02   0.880346E-11   0.759793E-08   0.880346E-11   0.292885E-10
  5372   0.603244E-01  -0.119942E-02   0.758959E-08  -0.119942E-02   0.163845E-02   0.882784E-11   0.758959E-08   0.882784E-11   0.292401E-10
  5373   0.601330E-01  -0.119371E-02   0.758129E-08  -0.119371E-02   0.163363E-02   0.885192E-11   0.758129E-08   0.885192E-11   0.291917E-10
  5374   0.599438E-01  -0.118814E-02   0.757304E-08  -0.118814E-02   0.162890E-02   0.887570E-11   0.757304E-08   0.887570E-11   0.291434E-10
  5375   0.597554E-01  -0.118281E-02   0.756482E-08  -0.118281E-02   0.162419E-02   0.889918E-11   0.756482E-08   0.889918E-11   0.290951E-10
  5376   0.595677E-01  -0.117764E-02   0.755665E-08  -0.117764E-02   0.161957E-02   0.892237E-11   0.755665E-08   0.892237E-11   0.290469E-10
  5377   0.593814E-01  -0.117261E-02   0.754852E-08  -0.117261E-02   0.161488E-02   0.894527E-11   0.754852E-08   0.894527E-11   0.289988E-10
  5378   0.591966E-01  -0.116782E-02   0.754043E-08  -0.116782E-02   0.161028E-02   0.896788E-11   0.754043E-08   0.896788E-11   0.289507E-10
  5379   0.590126E-01  -0.116319E-02   0.753238E-08  -0.116319E-02   0.160570E-02   0.899020E-11   0.753238E-08   0.899020E-11   0.289027E-10
  5380   0.588285E-01  -0.115871E-02   0.752437E-08  -0.115871E-02   0.160098E-02   0.901224E-11   0.752437E-08   0.901224E-11   0.288547E-10
  5381   0.586474E-01  -0.115446E-02   0.751641E-08  -0.115446E-02   0.159650E-02   0.903400E-11   0.751641E-08   0.903400E-11   0.288068E-10
  5382   0.584686E-01  -0.115029E-02   0.750849E-08  -0.115029E-02   0.159196E-02   0.905548E-11   0.750849E-08   0.905548E-11   0.287589E-10
  5383   0.582889E-01  -0.114636E-02   0.750062E-08  -0.114636E-02   0.158744E-02   0.907668E-11   0.750062E-08   0.907668E-11   0.287111E-10
  5384   0.581115E-01  -0.114266E-02   0.749279E-08  -0.114266E-02   0.158286E-02   0.909761E-11   0.749279E-08   0.909761E-11   0.286634E-10
  5385   0.579355E-01  -0.113897E-02   0.748501E-08  -0.113897E-02   0.157844E-02   0.911827E-11   0.748501E-08   0.911827E-11   0.286157E-10
  5386   0.577595E-01  -0.113551E-02   0.747727E-08  -0.113551E-02   0.157403E-02   0.913867E-11   0.747727E-08   0.913867E-11   0.285681E-10
  5387   0.575857E-01  -0.113228E-02   0.746957E-08  -0.113228E-02   0.156957E-02   0.915879E-11   0.746957E-08   0.915879E-11   0.285205E-10
  5388   0.574127E-01  -0.112907E-02   0.746193E-08  -0.112907E-02   0.156513E-02   0.917866E-11   0.746193E-08   0.917866E-11   0.284729E-10
  5389   0.572418E-01  -0.112608E-02   0.745432E-08  -0.112608E-02   0.156077E-02   0.919826E-11   0.745432E-08   0.919826E-11   0.284255E-10
  5390   0.570709E-01  -0.112326E-02   0.744677E-08  -0.112326E-02   0.155636E-02   0.921761E-11   0.744677E-08   0.921761E-11   0.283781E-10
  5391   0.569023E-01  -0.112060E-02   0.743926E-08  -0.112060E-02   0.155204E-02   0.923670E-11   0.743926E-08   0.923670E-11   0.283307E-10
  5392   0.567343E-01  -0.111810E-02   0.743180E-08  -0.111810E-02   0.154758E-02   0.925554E-11   0.743180E-08   0.925554E-11   0.282834E-10
  5393   0.565686E-01  -0.111569E-02   0.742438E-08  -0.111569E-02   0.154322E-02   0.927414E-11   0.742438E-08   0.927414E-11   0.282361E-10
  5394   0.564028E-01  -0.111344E-02   0.741702E-08  -0.111344E-02   0.153888E-02   0.929248E-11   0.741702E-08   0.929248E-11   0.281889E-10
  5395   0.562393E-01  -0.111135E-02   0.740970E-08  -0.111135E-02   0.153463E-02   0.931058E-11   0.740970E-08   0.931058E-11   0.281418E-10
  5396   0.560765E-01  -0.110950E-02   0.740243E-08  -0.110950E-02   0.153032E-02   0.932844E-11   0.740243E-08   0.932844E-11   0.280947E-10
  5397   0.559158E-01  -0.110773E-02   0.739521E-08  -0.110773E-02   0.152602E-02   0.934606E-11   0.739521E-08   0.934606E-11   0.280477E-10
  5398   0.557552E-01  -0.110613E-02   0.738804E-08  -0.110613E-02   0.152175E-02   0.936344E-11   0.738804E-08   0.936344E-11   0.280007E-10
  5399   0.555960E-01  -0.110462E-02   0.738092E-08  -0.110462E-02   0.151742E-02   0.938059E-11   0.738092E-08   0.938059E-11   0.279538E-10
  5400   0.554390E-01  -0.110327E-02   0.737385E-08  -0.110327E-02   0.151319E-02   0.939751E-11   0.737385E-08   0.939751E-11   0.279069E-10
  5401   0.552819E-01  -0.110201E-02   0.736683E-08  -0.110201E-02   0.150897E-02   0.941420E-11   0.736683E-08   0.941420E-11   0.278601E-10
  5402   0.551279E-01  -0.110092E-02   0.735986E-08  -0.110092E-02   0.150484E-02   0.943066E-11   0.735986E-08   0.943066E-11   0.278133E-10
  5403   0.549737E-01  -0.109998E-02   0.735294E-08  -0.109998E-02   0.150059E-02   0.944690E-11   0.735294E-08   0.944690E-11   0.277666E-10
  5404   0.548218E-01  -0.109914E-02   0.734607E-08  -0.109914E-02   0.149635E-02   0.946292E-11   0.734607E-08   0.946292E-11   0.277200E-10
  5405   0.546699E-01  -0.109839E-02   0.733925E-08  -0.109839E-02   0.149220E-02   0.947871E-11   0.733925E-08   0.947871E-11   0.276734E-10
  5406   0.545209E-01  -0.109772E-02   0.733247E-08  -0.109772E-02   0.148793E-02   0.949429E-11   0.733247E-08   0.949429E-11   0.276268E-10
  5407   0.543726E-01  -0.109730E-02   0.732575E-08  -0.109730E-02   0.148374E-02   0.950965E-11   0.732575E-08   0.950965E-11   0.275803E-10
  5408   0.542243E-01  -0.109696E-02   0.731907E-08  -0.109696E-02   0.147958E-02   0.952480E-11   0.731907E-08   0.952480E-11   0.275339E-10
  5409   0.540797E-01  -0.109679E-02   0.731244E-08  -0.109679E-02   0.147543E-02   0.953973E-11   0.731244E-08   0.953973E-11   0.274875E-10
  5410   0.539351E-01  -0.109655E-02   0.730586E-08  -0.109655E-02   0.147130E-02   0.955446E-11   0.730586E-08   0.955446E-11   0.274412E-10
  5411   0.537904E-01  -0.109656E-02   0.729932E-08  -0.109656E-02   0.146711E-02   0.956897E-11   0.729932E-08   0.956897E-11   0.273949E-10
  5412   0.536487E-01  -0.109658E-02   0.729284E-08  -0.109658E-02   0.146294E-02   0.958329E-11   0.729284E-08   0.958329E-11   0.273487E-10
  5413   0.535077E-01  -0.109676E-02   0.728640E-08  -0.109676E-02   0.145886E-02   0.959740E-11   0.728640E-08   0.959740E-11   0.273026E-10
  5414   0.533688E-01  -0.109703E-02   0.728001E-08  -0.109703E-02   0.145465E-02   0.961130E-11   0.728001E-08   0.961130E-11   0.272565E-10
  5415   0.532307E-01  -0.109739E-02   0.727366E-08  -0.109739E-02   0.145061E-02   0.962501E-11   0.727366E-08   0.962501E-11   0.272104E-10
  5416   0.530941E-01  -0.109791E-02   0.726736E-08  -0.109791E-02   0.144636E-02   0.963852E-11   0.726736E-08   0.963852E-11   0.271644E-10
  5417   0.529582E-01  -0.109845E-02   0.726111E-08  -0.109845E-02   0.144228E-02   0.965184E-11   0.726111E-08   0.965184E-11   0.271185E-10
  5418   0.528237E-01  -0.109908E-02   0.725490E-08  -0.109908E-02   0.143821E-02   0.966496E-11   0.725490E-08   0.966496E-11   0.270726E-10
  5419   0.526914E-01  -0.109979E-02   0.724874E-08  -0.109979E-02   0.143409E-02   0.967789E-11   0.724874E-08   0.967789E-11   0.270267E-10
  5420   0.525591E-01  -0.110060E-02   0.724262E-08  -0.110060E-02   0.142998E-02   0.969064E-11   0.724262E-08   0.969064E-11   0.269810E-10
  5421   0.524290E-01  -0.110149E-02   0.723655E-08  -0.110149E-02   0.142582E-02   0.970319E-11   0.723655E-08   0.970319E-11   0.269352E-10
  5422   0.523004E-01  -0.110247E-02   0.723053E-08  -0.110247E-02   0.142174E-02   0.971557E-11   0.723053E-08   0.971557E-11   0.268896E-10
  5423   0.521717E-01  -0.110347E-02   0.722455E-08  -0.110347E-02   0.141769E-02   0.972776E-11   0.722455E-08   0.972776E-11   0.268440E-10
  5424   0.520452E-01  -0.110462E-02   0.721861E-08  -0.110462E-02   0.141350E-02   0.973977E-11   0.721861E-08   0.973977E-11   0.267984E-10
  5425   0.519187E-01  -0.110580E-02   0.721272E-08  -0.110580E-02   0.140947E-02   0.975160E-11   0.721272E-08   0.975160E-11   0.267529E-10
  5426   0.517951E-01  -0.110706E-02   0.720687E-08  -0.110706E-02   0.140532E-02   0.976326E-11   0.720687E-08   0.976326E-11   0.267074E-10
  5427   0.516716E-01  -0.110833E-02   0.720107E-08  -0.110833E-02   0.140118E-02   0.977474E-11   0.720107E-08   0.977474E-11   0.266620E-10
  5428   0.515494E-01  -0.110962E-02   0.719531E-08  -0.110962E-02   0.139698E-02   0.978605E-11   0.719531E-08   0.978605E-11   0.266167E-10
  5429   0.514287E-01  -0.111108E-02   0.718960E-08  -0.111108E-02   0.139295E-02   0.979720E-11   0.718960E-08   0.979720E-11   0.265714E-10
  5430   0.513095E-01  -0.111254E-02   0.718392E-08  -0.111254E-02   0.138886E-02   0.980817E-11   0.718392E-08   0.980817E-11   0.265262E-10
  5431   0.511910E-01  -0.111402E-02   0.717829E-08  -0.111402E-02   0.138471E-02   0.981898E-11   0.717829E-08   0.981898E-11   0.264810E-10
